my_result,my_score,points,opponent_score,my_trophies,opponent_trophies,i_have_clan,opponent_has_clan,match_type,my_deck_elixir,op_deck_elixir,my_troops,my_buildings,my_spells,op_troops,op_buildings,op_spells,my_commons,my_rares,my_epics,my_legendaries,op_commons,op_rares,op_epics,op_legendaries,op_Tornado,op_Mortar,op_Goblin_Gang,op_Freeze,op_Lightning,op_Elixir_Collector,op_Barbarians,op_Arrows,op_Mega_Minion,op_Bandit,op_Three_Musketeers,op_Ice_Spirit,op_Ice_Golem,op_Hunter,op_Tombstone,op_Clone,op_Rocket,op_Giant,op_Royal_Giant,op_Flying_Machine,op_X-Bow,op_Tesla,op_Bomb_Tower,op_Knight,op_Ice_Wizard,op_Elite_Barbarians,op_Guards,op_Sparky,op_P.E.K.K.A,op_Giant_Skeleton,op_Inferno_Tower,op_Graveyard,op_Battle_Ram,op_Inferno_Dragon,op_Royal_Ghost,op_Skeleton_Army,op_Night_Witch,op_Furnace,op_Poison,op_Hog_Rider,op_Mirror,op_Mini_P.E.K.K.A,op_Witch,op_Valkyrie,op_Lumberjack,op_Electro_Wizard,op_Cannon,op_Goblin_Barrel,op_Archers,op_Baby_Dragon,op_Wizard,op_Musketeer,op_Bats,op_Balloon,op_Skeletons,op_Miner,op_Minions,op_Goblins,op_Dart_Goblin,op_Bowler,op_Goblin_Hut,op_Prince,op_Barbarian_Hut,op_Fireball,op_Fire_Spirits,op_Skeleton_Barrel,op_Spear_Goblins,op_Lava_Hound,op_Minion_Horde,op_The_Log,op_Dark_Prince,op_Mega_Knight,op_Bomber,op_Rage,op_Golem,op_Princess,op_Zap,op_Executioner,my_Giant,my_Minion_Horde,my_Bats,my_Archers,my_Arrows,my_Furnace,my_Fireball,my_Bomber,my_Mega_Knight,my_Witch,my_Mega_Minion,my_Ice_Golem,my_Inferno_Tower,my_Mortar,my_Dart_Goblin,my_Skeleton_Barrel,my_Ice_Spirit,my_Valkyrie,my_Spear_Goblins,my_Royal_Giant,my_Zap,my_Tornado,my_Mini_P.E.K.K.A,my_Fire_Spirits,my_Minions,my_Cannon,my_Rocket,my_Rage,my_Goblin_Hut,my_Baby_Dragon,my_Balloon,my_Goblin_Barrel,my_Musketeer,my_Elite_Barbarians,my_Goblins,my_Hog_Rider,my_Dark_Prince,my_Prince,my_Goblin_Gang,my_Wizard,my_Knight,my_Elixir_Collector,my_Skeleton_Army,my_Poison
Defeat,0,-28,1,2886,2912,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,7,0,1,4,1,2,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-26,3,2914,2968,y,y,replay__ladderBattleType,3.625,4.25,5,1,2,7,0,1,4,1,2,1,1,3,4,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,7,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,29,0,2940,2883,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,7,0,1,4,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,7,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2911,2855,y,y,replay__ladderBattleType,3.625,4.5,5,1,2,5,1,2,4,1,2,1,0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,31,0,2881,2838,y,y,replay__ladderBattleType,3.625,4.125,5,1,2,5,0,3,4,1,2,1,1,2,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,4,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,1,-26,2,2850,2900,y,y,replay__ladderBattleType,3.625,4.25,5,1,2,6,0,2,4,1,2,1,4,1,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,3,0,0,9,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,2,26,1,2876,2788,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,5,0,3,4,1,2,1,3,2,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-26,1,2850,2897,y,y,replay__ladderBattleType,3.625,3.0,5,1,2,5,1,2,4,1,2,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2876,2821,y,y,replay__ladderBattleType,3.625,4.25,5,1,2,6,0,2,4,1,2,1,1,2,2,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2846,2791,y,y,replay__ladderBattleType,3.625,3.375,5,1,2,5,0,3,4,1,2,1,6,1,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,31,0,2816,2775,y,y,replay__ladderBattleType,3.625,4.25,5,1,2,6,0,2,4,1,2,1,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-25,1,2785,2848,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,5,0,3,4,1,2,1,2,1,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2810,2760,y,y,replay__ladderBattleType,3.625,4.75,5,1,2,6,0,2,4,1,2,1,2,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Draw,1,0,1,2780,2770,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,6,0,2,4,1,2,1,2,1,4,1,3,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,31,0,2780,2746,y,y,replay__ladderBattleType,3.625,3.875,5,1,2,5,0,3,4,1,2,1,2,2,2,2,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2749,2693,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,7,0,1,4,1,2,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,2,28,1,2719,2645,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,6,0,2,4,1,2,1,2,1,4,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,1,-24,2,2691,2765,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,5,1,2,4,1,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,30,0,2715,2669,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,6,1,1,4,1,2,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,6,0,0,0,0,4,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,29,0,2685,2629,y,y,replay__ladderBattleType,3.625,4.375,5,1,2,6,0,2,4,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Draw,1,0,1,2656,2656,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,6,0,2,4,1,2,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,29,0,2656,2598,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,7,0,1,4,1,2,1,5,1,1,1,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Draw,0,0,0,2627,2637,y,y,replay__ladderBattleType,3.625,3.25,5,1,2,3,1,4,4,1,2,1,3,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-24,3,2627,2696,y,y,replay__ladderBattleType,3.5,3.875,5,0,3,5,0,3,4,2,2,0,2,0,6,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-24,3,2651,2713,y,y,replay__ladderBattleType,3.5,3.5,4,0,4,8,0,0,4,2,2,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0
Victory ,1,32,0,2675,2647,y,y,replay__ladderBattleType,3.5,3.25,4,0,4,3,4,1,4,2,2,0,4,3,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0
Defeat,1,-23,2,2643,2718,y,y,replay__ladderBattleType,3.5,4.0,4,0,4,7,0,1,4,2,2,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0
Defeat,1,-26,3,2666,2704,y,y,replay__ladderBattleType,3.5,3.75,4,0,4,7,0,1,4,2,2,0,1,2,4,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,7,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0
Defeat,1,-23,2,2692,2766,y,y,replay__ladderBattleType,3.125,4.125,3,1,4,5,0,3,5,1,2,0,2,1,4,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,5,0,8,0,0,0
Defeat,0,-26,1,2715,2757,y,y,replay__ladderBattleType,3.25,3.5,4,1,3,7,0,1,4,3,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,7,0,0,0,7,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,5,0,8,0,0,0
Defeat,1,-26,2,2741,2790,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,6,0,2,4,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-24,1,2767,2835,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,7,0,1,4,1,2,1,1,2,3,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,2,30,1,2791,2736,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,6,0,2,4,1,2,1,0,2,4,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,3,30,1,2761,2713,y,y,replay__ladderBattleType,3.625,4.0,5,1,2,7,0,1,4,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,0,-25,1,2731,2794,y,y,replay__ladderBattleType,3.625,4.75,5,1,2,7,0,1,4,1,2,1,2,1,4,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,1,-24,2,2756,2822,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,6,0,2,4,1,2,1,2,2,2,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,1,29,0,2780,2720,y,y,replay__ladderBattleType,3.625,3.875,5,1,2,7,0,1,4,1,2,1,2,2,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,6,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Defeat,1,-26,2,2751,2792,y,y,replay__ladderBattleType,3.625,3.875,5,1,2,7,0,1,4,1,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,7,0,8,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,3,29,0,2777,2715,y,y,replay__ladderBattleType,3.625,3.625,5,1,2,7,0,1,4,1,2,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
Victory ,2,30,1,2748,2692,y,y,replay__ladderBattleType,3.625,3.75,5,1,2,5,0,3,4,1,2,1,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,0
